pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
IDFM:22034:StopPlaceEntrance:50148798,IDFM:22034,IDFM:StopPlaceEntrance:50148798,1,0,24.45,31,,,,,
IDFM:StopPlaceEntrance:50147883:463210,IDFM:StopPlaceEntrance:50147883,IDFM:463210,1,1,38.11,48,,,,,
IDFM:StopPlaceEntrance:50147883:22034,IDFM:StopPlaceEntrance:50147883,IDFM:22034,1,1,42.97,54,,,,,
IDFM:StopPlaceEntrance:50147798:22364,IDFM:StopPlaceEntrance:50147798,IDFM:22364,1,1,89.57,114,,,,,
IDFM:StopPlaceEntrance:50147798:463060,IDFM:StopPlaceEntrance:50147798,IDFM:463060,1,1,96.15,122,,,,,
IDFM:StopPlaceEntrance:50147798:21966,IDFM:StopPlaceEntrance:50147798,IDFM:21966,1,1,132.03,168,,,,,
IDFM:StopPlaceEntrance:50147798:463079,IDFM:StopPlaceEntrance:50147798,IDFM:463079,1,1,132.88,169,,,,,
IDFM:StopPlaceEntrance:50147798:22092,IDFM:StopPlaceEntrance:50147798,IDFM:22092,1,1,345.3,439,,,,,
IDFM:StopPlaceEntrance:50147798:463158,IDFM:StopPlaceEntrance:50147798,IDFM:463158,1,1,345.44,440,,,,,
IDFM:StopPlaceEntrance:50147798:463159,IDFM:StopPlaceEntrance:50147798,IDFM:463159,1,1,346.06,440,,,,,
IDFM:StopPlaceEntrance:50147798:21959,IDFM:StopPlaceEntrance:50147798,IDFM:21959,1,1,348.86,444,,,,,
IDFM:StopPlaceEntrance:50147798:22087,IDFM:StopPlaceEntrance:50147798,IDFM:22087,1,1,352.04,448,,,,,
IDFM:StopPlaceEntrance:50147798:463160,IDFM:StopPlaceEntrance:50147798,IDFM:463160,1,1,355.53,452,,,,,
IDFM:StopPlaceEntrance:50148893:22091,IDFM:StopPlaceEntrance:50148893,IDFM:22091,1,1,120.19,153,,,,,
IDFM:StopPlaceEntrance:50148893:463080,IDFM:StopPlaceEntrance:50148893,IDFM:463080,1,1,120.19,153,,,,,
IDFM:StopPlaceEntrance:50148893:21990,IDFM:StopPlaceEntrance:50148893,IDFM:21990,1,1,134.82,171,,,,,
IDFM:StopPlaceEntrance:50148893:463061,IDFM:StopPlaceEntrance:50148893,IDFM:463061,1,1,141.46,180,,,,,
IDFM:StopPlaceEntrance:50148395:22091,IDFM:StopPlaceEntrance:50148395,IDFM:22091,1,1,111.07,141,,,,,
IDFM:StopPlaceEntrance:50148395:463080,IDFM:StopPlaceEntrance:50148395,IDFM:463080,1,1,111.07,141,,,,,
IDFM:StopPlaceEntrance:50148395:21990,IDFM:StopPlaceEntrance:50148395,IDFM:21990,1,1,156.44,199,,,,,
IDFM:StopPlaceEntrance:50148395:463061,IDFM:StopPlaceEntrance:50148395,IDFM:463061,1,1,165.66,211,,,,,
IDFM:StopPlaceEntrance:50148394:22091,IDFM:StopPlaceEntrance:50148394,IDFM:22091,1,1,36.12,46,,,,,
IDFM:StopPlaceEntrance:50148394:463080,IDFM:StopPlaceEntrance:50148394,IDFM:463080,1,1,36.12,46,,,,,
IDFM:StopPlaceEntrance:50148394:21990,IDFM:StopPlaceEntrance:50148394,IDFM:21990,1,1,70.28,89,,,,,
IDFM:StopPlaceEntrance:50148394:463061,IDFM:StopPlaceEntrance:50148394,IDFM:463061,1,1,77.59,98,,,,,
IDFM:StopPlaceEntrance:50148847:21990,IDFM:StopPlaceEntrance:50148847,IDFM:21990,1,1,14.85,18,,,,,
IDFM:StopPlaceEntrance:50148847:463061,IDFM:StopPlaceEntrance:50148847,IDFM:463061,1,1,23.56,30,,,,,
IDFM:StopPlaceEntrance:50148847:22091,IDFM:StopPlaceEntrance:50148847,IDFM:22091,1,1,31.23,39,,,,,
IDFM:StopPlaceEntrance:50148847:463080,IDFM:StopPlaceEntrance:50148847,IDFM:463080,1,1,31.23,39,,,,,
IDFM:StopPlaceEntrance:50148393:463061,IDFM:StopPlaceEntrance:50148393,IDFM:463061,1,1,46.11,58,,,,,
IDFM:StopPlaceEntrance:50148393:21990,IDFM:StopPlaceEntrance:50148393,IDFM:21990,1,1,48.86,62,,,,,
IDFM:StopPlaceEntrance:50148393:22091,IDFM:StopPlaceEntrance:50148393,IDFM:22091,1,1,70.82,90,,,,,
IDFM:StopPlaceEntrance:50148393:463080,IDFM:StopPlaceEntrance:50148393,IDFM:463080,1,1,70.82,90,,,,,
IDFM:StopPlaceEntrance:50148848:463061,IDFM:StopPlaceEntrance:50148848,IDFM:463061,1,1,47.03,59,,,,,
IDFM:StopPlaceEntrance:50148848:21990,IDFM:StopPlaceEntrance:50148848,IDFM:21990,1,1,55.85,71,,,,,
IDFM:StopPlaceEntrance:50148848:22091,IDFM:StopPlaceEntrance:50148848,IDFM:22091,1,1,96.75,123,,,,,
IDFM:StopPlaceEntrance:50148848:463080,IDFM:StopPlaceEntrance:50148848,IDFM:463080,1,1,96.75,123,,,,,
IDFM:StopPlaceEntrance:50148392:463061,IDFM:StopPlaceEntrance:50148392,IDFM:463061,1,1,8.94,11,,,,,
IDFM:StopPlaceEntrance:50148392:21990,IDFM:StopPlaceEntrance:50148392,IDFM:21990,1,1,17,21,,,,,
IDFM:StopPlaceEntrance:50148392:22091,IDFM:StopPlaceEntrance:50148392,IDFM:22091,1,1,62.3,79,,,,,
IDFM:StopPlaceEntrance:50148392:463080,IDFM:StopPlaceEntrance:50148392,IDFM:463080,1,1,62.3,79,,,,,
IDFM:StopPlaceEntrance:50148425:463261,IDFM:StopPlaceEntrance:50148425,IDFM:463261,1,1,55.93,71,,,,,
IDFM:StopPlaceEntrance:50148425:22042,IDFM:StopPlaceEntrance:50148425,IDFM:22042,1,1,71.81,91,,,,,
IDFM:StopPlaceEntrance:50148427:22042,IDFM:StopPlaceEntrance:50148427,IDFM:22042,1,1,50.75,64,,,,,
IDFM:StopPlaceEntrance:50148427:463261,IDFM:StopPlaceEntrance:50148427,IDFM:463261,1,1,60.62,77,,,,,
IDFM:StopPlaceEntrance:50148426:22042,IDFM:StopPlaceEntrance:50148426,IDFM:22042,1,1,53.17,67,,,,,
IDFM:StopPlaceEntrance:50148426:463261,IDFM:StopPlaceEntrance:50148426,IDFM:463261,1,1,59.81,76,,,,,
IDFM:StopPlaceEntrance:50148429:22042,IDFM:StopPlaceEntrance:50148429,IDFM:22042,1,1,54.67,69,,,,,
IDFM:StopPlaceEntrance:50148429:463261,IDFM:StopPlaceEntrance:50148429,IDFM:463261,1,1,89.92,114,,,,,
IDFM:StopPlaceEntrance:50148428:463261,IDFM:StopPlaceEntrance:50148428,IDFM:463261,1,1,44.51,56,,,,,
IDFM:StopPlaceEntrance:50148428:22042,IDFM:StopPlaceEntrance:50148428,IDFM:22042,1,1,57.04,72,,,,,
IDFM:StopPlaceEntrance:50148744:monomodalStopPlace:474082,IDFM:StopPlaceEntrance:50148744,IDFM:monomodalStopPlace:474082,1,1,194.06,247,,,,,
IDFM:StopPlaceEntrance:50148869:monomodalStopPlace:474082,IDFM:StopPlaceEntrance:50148869,IDFM:monomodalStopPlace:474082,1,1,192.51,245,,,,,
IDFM:StopPlaceEntrance:50149173:483313,IDFM:StopPlaceEntrance:50149173,IDFM:483313,1,1,43.17,54,,,,,
IDFM:StopPlaceEntrance:50149173:483277,IDFM:StopPlaceEntrance:50149173,IDFM:483277,1,1,45.87,58,,,,,
IDFM:StopPlaceEntrance:50149174:483277,IDFM:StopPlaceEntrance:50149174,IDFM:483277,1,1,41.01,52,,,,,
IDFM:StopPlaceEntrance:50149174:483313,IDFM:StopPlaceEntrance:50149174,IDFM:483313,1,1,45.4,57,,,,,
IDFM:StopPlaceEntrance:50149179:483314,IDFM:StopPlaceEntrance:50149179,IDFM:483314,1,1,148.49,189,,,,,
IDFM:StopPlaceEntrance:50149179:483423,IDFM:StopPlaceEntrance:50149179,IDFM:483423,1,1,150.75,192,,,,,
IDFM:StopPlaceEntrance:50149177:483423,IDFM:StopPlaceEntrance:50149177,IDFM:483423,1,1,18.01,22,,,,,
IDFM:StopPlaceEntrance:50149177:483314,IDFM:StopPlaceEntrance:50149177,IDFM:483314,1,1,18.36,23,,,,,
IDFM:StopPlaceEntrance:50149178:483314,IDFM:StopPlaceEntrance:50149178,IDFM:483314,1,1,194.02,247,,,,,
IDFM:StopPlaceEntrance:50149178:483423,IDFM:StopPlaceEntrance:50149178,IDFM:483423,1,1,194.44,247,,,,,
IDFM:StopPlaceEntrance:50149175:483423,IDFM:StopPlaceEntrance:50149175,IDFM:483423,1,1,39.63,50,,,,,
IDFM:StopPlaceEntrance:50149175:483314,IDFM:StopPlaceEntrance:50149175,IDFM:483314,1,1,43.21,55,,,,,
IDFM:StopPlaceEntrance:50149176:483423,IDFM:StopPlaceEntrance:50149176,IDFM:483423,1,1,60.38,76,,,,,
IDFM:StopPlaceEntrance:50149176:483314,IDFM:StopPlaceEntrance:50149176,IDFM:483314,1,1,60.81,77,,,,,
IDFM:StopPlaceEntrance:50173318:monomodalStopPlace:45739,IDFM:StopPlaceEntrance:50173318,IDFM:monomodalStopPlace:45739,1,1,188.54,240,,,,,
IDFM:StopPlaceEntrance:50149316:monomodalStopPlace:44500,IDFM:StopPlaceEntrance:50149316,IDFM:monomodalStopPlace:44500,1,1,31.03,39,,,,,
IDFM:StopPlaceEntrance:50149328:483903,IDFM:StopPlaceEntrance:50149328,IDFM:483903,1,1,103.12,131,,,,,
IDFM:StopPlaceEntrance:50149328:483900,IDFM:StopPlaceEntrance:50149328,IDFM:483900,1,1,112.16,142,,,,,
IDFM:StopPlaceEntrance:50149329:483900,IDFM:StopPlaceEntrance:50149329,IDFM:483900,1,1,27,34,,,,,
IDFM:StopPlaceEntrance:50149329:483903,IDFM:StopPlaceEntrance:50149329,IDFM:483903,1,1,33.73,42,,,,,
IDFM:StopPlaceEntrance:50149326:483903,IDFM:StopPlaceEntrance:50149326,IDFM:483903,1,1,86.45,110,,,,,
IDFM:StopPlaceEntrance:50149326:483900,IDFM:StopPlaceEntrance:50149326,IDFM:483900,1,1,95.35,121,,,,,
IDFM:StopPlaceEntrance:50149327:483903,IDFM:StopPlaceEntrance:50149327,IDFM:483903,1,1,87.06,110,,,,,
IDFM:StopPlaceEntrance:50149327:483900,IDFM:StopPlaceEntrance:50149327,IDFM:483900,1,1,95.88,122,,,,,
IDFM:StopPlaceEntrance:50149337:483898,IDFM:StopPlaceEntrance:50149337,IDFM:483898,1,1,65.73,83,,,,,
IDFM:StopPlaceEntrance:50149337:483904,IDFM:StopPlaceEntrance:50149337,IDFM:483904,1,1,68.03,86,,,,,
IDFM:483904:StopPlaceEntrance:50149335,IDFM:483904,IDFM:StopPlaceEntrance:50149335,1,0,124.76,158,,,,,
IDFM:483898:StopPlaceEntrance:50149335,IDFM:483898,IDFM:StopPlaceEntrance:50149335,1,0,126.63,161,,,,,
IDFM:StopPlaceEntrance:50149336:483904,IDFM:StopPlaceEntrance:50149336,IDFM:483904,1,1,51.19,65,,,,,
IDFM:StopPlaceEntrance:50149336:483898,IDFM:StopPlaceEntrance:50149336,IDFM:483898,1,1,51.35,65,,,,,
IDFM:StopPlaceEntrance:50149333:483904,IDFM:StopPlaceEntrance:50149333,IDFM:483904,1,1,94.3,120,,,,,
IDFM:StopPlaceEntrance:50149333:483898,IDFM:StopPlaceEntrance:50149333,IDFM:483898,1,1,96.56,123,,,,,
IDFM:StopPlaceEntrance:50149334:483904,IDFM:StopPlaceEntrance:50149334,IDFM:483904,1,1,64.98,82,,,,,
IDFM:StopPlaceEntrance:50149334:483898,IDFM:StopPlaceEntrance:50149334,IDFM:483898,1,1,67.83,86,,,,,
IDFM:StopPlaceEntrance:50149331:483904,IDFM:StopPlaceEntrance:50149331,IDFM:483904,1,1,90.05,114,,,,,
IDFM:StopPlaceEntrance:50149331:483898,IDFM:StopPlaceEntrance:50149331,IDFM:483898,1,1,91.02,115,,,,,
IDFM:StopPlaceEntrance:50149332:483904,IDFM:StopPlaceEntrance:50149332,IDFM:483904,1,1,55.53,70,,,,,
IDFM:StopPlaceEntrance:50149332:483898,IDFM:StopPlaceEntrance:50149332,IDFM:483898,1,1,57.85,73,,,,,
IDFM:StopPlaceEntrance:50149542:22243,IDFM:StopPlaceEntrance:50149542,IDFM:22243,1,1,132.03,168,,,,,
IDFM:StopPlaceEntrance:50149542:463212,IDFM:StopPlaceEntrance:50149542,IDFM:463212,1,1,135.71,172,,,,,
IDFM:StopPlaceEntrance:50149542:480290,IDFM:StopPlaceEntrance:50149542,IDFM:480290,1,1,174.75,222,,,,,
IDFM:StopPlaceEntrance:50149542:480330,IDFM:StopPlaceEntrance:50149542,IDFM:480330,1,1,177.7,226,,,,,
IDFM:StopPlaceEntrance:50149586:21993,IDFM:StopPlaceEntrance:50149586,IDFM:21993,1,1,71.14,90,,,,,
IDFM:StopPlaceEntrance:50149586:463319,IDFM:StopPlaceEntrance:50149586,IDFM:463319,1,1,73.03,93,,,,,
IDFM:StopPlaceEntrance:50149616:monomodalStopPlace:43232,IDFM:StopPlaceEntrance:50149616,IDFM:monomodalStopPlace:43232,1,1,104.51,133,,,,,
IDFM:StopPlaceEntrance:50149617:21947,IDFM:StopPlaceEntrance:50149617,IDFM:21947,1,1,26.02,33,,,,,
IDFM:StopPlaceEntrance:50149617:463262,IDFM:StopPlaceEntrance:50149617,IDFM:463262,1,1,26.02,33,,,,,
IDFM:StopPlaceEntrance:50149617:463263,IDFM:StopPlaceEntrance:50149617,IDFM:463263,1,1,89.62,114,,,,,
IDFM:StopPlaceEntrance:50149617:21949,IDFM:StopPlaceEntrance:50149617,IDFM:21949,1,1,89.62,114,,,,,
IDFM:StopPlaceEntrance:50149618:463263,IDFM:StopPlaceEntrance:50149618,IDFM:463263,1,1,100.83,128,,,,,
IDFM:StopPlaceEntrance:50149618:21949,IDFM:StopPlaceEntrance:50149618,IDFM:21949,1,1,100.83,128,,,,,
IDFM:StopPlaceEntrance:50149618:463262,IDFM:StopPlaceEntrance:50149618,IDFM:463262,1,1,106.31,135,,,,,
IDFM:StopPlaceEntrance:50149618:21947,IDFM:StopPlaceEntrance:50149618,IDFM:21947,1,1,107.8,137,,,,,
IDFM:StopPlaceEntrance:50149619:21991,IDFM:StopPlaceEntrance:50149619,IDFM:21991,1,1,15.23,19,,,,,
IDFM:StopPlaceEntrance:50149619:463287,IDFM:StopPlaceEntrance:50149619,IDFM:463287,1,1,37.06,47,,,,,
IDFM:StopPlaceEntrance:50149620:21991,IDFM:StopPlaceEntrance:50149620,IDFM:21991,1,1,80.44,102,,,,,
IDFM:StopPlaceEntrance:50149620:463287,IDFM:StopPlaceEntrance:50149620,IDFM:463287,1,1,102.59,130,,,,,
IDFM:StopPlaceEntrance:50149621:21991,IDFM:StopPlaceEntrance:50149621,IDFM:21991,1,1,48.73,62,,,,,
IDFM:StopPlaceEntrance:50149621:463287,IDFM:StopPlaceEntrance:50149621,IDFM:463287,1,1,68.94,87,,,,,
IDFM:StopPlaceEntrance:50199475:monomodalStopPlace:43087,IDFM:StopPlaceEntrance:50199475,IDFM:monomodalStopPlace:43087,1,1,83.08,105,,,,,
IDFM:StopPlaceEntrance:50199474:monomodalStopPlace:47944,IDFM:StopPlaceEntrance:50199474,IDFM:monomodalStopPlace:47944,1,1,78.21,99,,,,,
IDFM:StopPlaceEntrance:50199486:monomodalStopPlace:45447,IDFM:StopPlaceEntrance:50199486,IDFM:monomodalStopPlace:45447,1,1,125.7,160,,,,,
IDFM:StopPlaceEntrance:50208155:463110,IDFM:StopPlaceEntrance:50208155,IDFM:463110,1,1,106.65,135,,,,,
IDFM:StopPlaceEntrance:50208155:21998,IDFM:StopPlaceEntrance:50208155,IDFM:21998,1,1,107.43,136,,,,,
IDFM:StopPlaceEntrance:50208155:463111,IDFM:StopPlaceEntrance:50208155,IDFM:463111,1,1,120.41,153,,,,,
IDFM:StopPlaceEntrance:50208155:22128,IDFM:StopPlaceEntrance:50208155,IDFM:22128,1,1,135.63,172,,,,,
IDFM:StopPlaceEntrance:50208156:21998,IDFM:StopPlaceEntrance:50208156,IDFM:21998,1,1,59.79,76,,,,,
IDFM:StopPlaceEntrance:50208156:463110,IDFM:StopPlaceEntrance:50208156,IDFM:463110,1,1,61.46,78,,,,,
IDFM:StopPlaceEntrance:50208156:463111,IDFM:StopPlaceEntrance:50208156,IDFM:463111,1,1,82.43,105,,,,,
IDFM:StopPlaceEntrance:50208156:22128,IDFM:StopPlaceEntrance:50208156,IDFM:22128,1,1,95.93,122,,,,,
IDFM:StopPlaceEntrance:50208157:21998,IDFM:StopPlaceEntrance:50208157,IDFM:21998,1,1,67.98,86,,,,,
IDFM:StopPlaceEntrance:50208157:463110,IDFM:StopPlaceEntrance:50208157,IDFM:463110,1,1,75.17,95,,,,,
IDFM:StopPlaceEntrance:50208157:463111,IDFM:StopPlaceEntrance:50208157,IDFM:463111,1,1,103.09,131,,,,,
IDFM:StopPlaceEntrance:50208157:22128,IDFM:StopPlaceEntrance:50208157,IDFM:22128,1,1,112.77,143,,,,,
IDFM:StopPlaceEntrance:50208162:463093,IDFM:StopPlaceEntrance:50208162,IDFM:463093,1,0,32.62,41,,,,,
IDFM:StopPlaceEntrance:50208162:22130,IDFM:StopPlaceEntrance:50208162,IDFM:22130,1,0,37.99,48,,,,,
IDFM:StopPlaceEntrance:50208162:463094,IDFM:StopPlaceEntrance:50208162,IDFM:463094,1,0,54.69,69,,,,,
IDFM:StopPlaceEntrance:50208162:22127,IDFM:StopPlaceEntrance:50208162,IDFM:22127,1,0,55.28,70,,,,,
IDFM:StopPlaceEntrance:50208183:22036,IDFM:StopPlaceEntrance:50208183,IDFM:22036,1,1,15.48,19,,,,,
IDFM:StopPlaceEntrance:50208183:463119,IDFM:StopPlaceEntrance:50208183,IDFM:463119,1,1,28.2,35,,,,,
IDFM:22394:StopPlaceEntrance:50208226,IDFM:22394,IDFM:StopPlaceEntrance:50208226,1,0,19.03,24,,,,,
IDFM:463031:StopPlaceEntrance:50208226,IDFM:463031,IDFM:StopPlaceEntrance:50208226,1,0,24.44,31,,,,,
IDFM:463031:StopPlaceEntrance:50208227,IDFM:463031,IDFM:StopPlaceEntrance:50208227,1,0,17.18,21,,,,,
IDFM:22394:StopPlaceEntrance:50208227,IDFM:22394,IDFM:StopPlaceEntrance:50208227,1,0,25.46,32,,,,,
IDFM:StopPlaceEntrance:50208193:22150,IDFM:StopPlaceEntrance:50208193,IDFM:22150,1,1,77.46,98,,,,,
IDFM:StopPlaceEntrance:50208193:463161,IDFM:StopPlaceEntrance:50208193,IDFM:463161,1,1,77.7,98,,,,,
IDFM:StopPlaceEntrance:50208203:463131,IDFM:StopPlaceEntrance:50208203,IDFM:463131,1,1,79.95,101,,,,,
IDFM:StopPlaceEntrance:50208203:22015,IDFM:StopPlaceEntrance:50208203,IDFM:22015,1,1,88.25,112,,,,,
IDFM:StopPlaceEntrance:50208204:463131,IDFM:StopPlaceEntrance:50208204,IDFM:463131,1,1,63.63,81,,,,,
IDFM:StopPlaceEntrance:50208204:22015,IDFM:StopPlaceEntrance:50208204,IDFM:22015,1,1,73.52,93,,,,,
IDFM:StopPlaceEntrance:50208205:463131,IDFM:StopPlaceEntrance:50208205,IDFM:463131,1,1,84.44,107,,,,,
IDFM:StopPlaceEntrance:50208205:22015,IDFM:StopPlaceEntrance:50208205,IDFM:22015,1,1,94.9,120,,,,,
IDFM:StopPlaceEntrance:50208206:463131,IDFM:StopPlaceEntrance:50208206,IDFM:463131,1,1,90.84,115,,,,,
IDFM:StopPlaceEntrance:50208206:22015,IDFM:StopPlaceEntrance:50208206,IDFM:22015,1,1,103.18,131,,,,,
IDFM:463131:StopPlaceEntrance:50208207,IDFM:463131,IDFM:StopPlaceEntrance:50208207,1,0,39.29,50,,,,,
IDFM:22015:StopPlaceEntrance:50208207,IDFM:22015,IDFM:StopPlaceEntrance:50208207,1,0,51.58,65,,,,,
IDFM:22179:StopPlaceEntrance:50208222,IDFM:22179,IDFM:StopPlaceEntrance:50208222,1,0,50.43,64,,,,,
IDFM:463005:StopPlaceEntrance:50208222,IDFM:463005,IDFM:StopPlaceEntrance:50208222,1,0,51.7,65,,,,,
IDFM:463005:StopPlaceEntrance:50208223,IDFM:463005,IDFM:StopPlaceEntrance:50208223,1,0,50.75,64,,,,,
IDFM:22179:StopPlaceEntrance:50208223,IDFM:22179,IDFM:StopPlaceEntrance:50208223,1,0,52.25,66,,,,,
IDFM:StopPlaceEntrance:50210107:463133,IDFM:StopPlaceEntrance:50210107,IDFM:463133,1,1,89.8,114,,,,,
IDFM:StopPlaceEntrance:50210107:21933,IDFM:StopPlaceEntrance:50210107,IDFM:21933,1,1,91.93,117,,,,,
IDFM:StopPlaceEntrance:50210107:463115,IDFM:StopPlaceEntrance:50210107,IDFM:463115,1,1,94.82,120,,,,,
IDFM:StopPlaceEntrance:50210107:22198,IDFM:StopPlaceEntrance:50210107,IDFM:22198,1,1,97.96,124,,,,,
IDFM:StopPlaceEntrance:50210123:463035,IDFM:StopPlaceEntrance:50210123,IDFM:463035,1,1,49.27,62,,,,,
IDFM:StopPlaceEntrance:50210123:21939,IDFM:StopPlaceEntrance:50210123,IDFM:21939,1,1,52.57,66,,,,,
IDFM:StopPlaceEntrance:50210124:21939,IDFM:StopPlaceEntrance:50210124,IDFM:21939,1,1,42.64,54,,,,,
IDFM:StopPlaceEntrance:50210124:463035,IDFM:StopPlaceEntrance:50210124,IDFM:463035,1,1,47.31,60,,,,,
IDFM:StopPlaceEntrance:50210140:463136,IDFM:StopPlaceEntrance:50210140,IDFM:463136,1,1,59.09,75,,,,,
IDFM:StopPlaceEntrance:50210140:21989,IDFM:StopPlaceEntrance:50210140,IDFM:21989,1,1,59.09,75,,,,,
IDFM:StopPlaceEntrance:50210141:463136,IDFM:StopPlaceEntrance:50210141,IDFM:463136,1,1,42.18,53,,,,,
IDFM:StopPlaceEntrance:50210141:21989,IDFM:StopPlaceEntrance:50210141,IDFM:21989,1,1,42.18,53,,,,,
IDFM:StopPlaceEntrance:50210192:463128,IDFM:StopPlaceEntrance:50210192,IDFM:463128,1,1,40.08,51,,,,,
IDFM:StopPlaceEntrance:50210192:22178,IDFM:StopPlaceEntrance:50210192,IDFM:22178,1,1,41.19,52,,,,,
IDFM:StopPlaceEntrance:50210192:21957,IDFM:StopPlaceEntrance:50210192,IDFM:21957,1,1,61.35,78,,,,,
IDFM:StopPlaceEntrance:50210192:463129,IDFM:StopPlaceEntrance:50210192,IDFM:463129,1,1,71.49,91,,,,,
IDFM:StopPlaceEntrance:50210193:22178,IDFM:StopPlaceEntrance:50210193,IDFM:22178,1,1,153.05,194,,,,,
IDFM:StopPlaceEntrance:50210193:463128,IDFM:StopPlaceEntrance:50210193,IDFM:463128,1,1,153.24,195,,,,,
IDFM:StopPlaceEntrance:50210193:21957,IDFM:StopPlaceEntrance:50210193,IDFM:21957,1,1,163.84,208,,,,,
IDFM:StopPlaceEntrance:50210193:463129,IDFM:StopPlaceEntrance:50210193,IDFM:463129,1,1,167.13,212,,,,,
IDFM:StopPlaceEntrance:50210195:463112,IDFM:StopPlaceEntrance:50210195,IDFM:463112,1,1,81.47,103,,,,,
IDFM:StopPlaceEntrance:50210195:21955,IDFM:StopPlaceEntrance:50210195,IDFM:21955,1,1,85.77,109,,,,,
IDFM:StopPlaceEntrance:50210217:monomodalStopPlace:58270,IDFM:StopPlaceEntrance:50210217,IDFM:monomodalStopPlace:58270,1,1,88.6,112,,,,,
IDFM:StopPlaceEntrance:50210218:monomodalStopPlace:58270,IDFM:StopPlaceEntrance:50210218,IDFM:monomodalStopPlace:58270,1,1,27.44,34,,,,,
IDFM:StopPlaceEntrance:50210219:monomodalStopPlace:58270,IDFM:StopPlaceEntrance:50210219,IDFM:monomodalStopPlace:58270,1,1,104.45,133,,,,,
IDFM:StopPlaceEntrance:50210222:monomodalStopPlace:43094,IDFM:StopPlaceEntrance:50210222,IDFM:monomodalStopPlace:43094,1,1,72.41,92,,,,,
IDFM:StopPlaceEntrance:50210223:monomodalStopPlace:43094,IDFM:StopPlaceEntrance:50210223,IDFM:monomodalStopPlace:43094,1,1,87.05,110,,,,,
IDFM:StopPlaceEntrance:50210266:monomodalStopPlace:44493,IDFM:StopPlaceEntrance:50210266,IDFM:monomodalStopPlace:44493,1,1,74.88,95,,,,,
IDFM:StopPlaceEntrance:50210267:monomodalStopPlace:44493,IDFM:StopPlaceEntrance:50210267,IDFM:monomodalStopPlace:44493,1,1,74.65,95,,,,,
IDFM:StopPlaceEntrance:50210268:monomodalStopPlace:44493,IDFM:StopPlaceEntrance:50210268,IDFM:monomodalStopPlace:44493,1,1,67.38,85,,,,,
IDFM:StopPlaceEntrance:50210269:monomodalStopPlace:43097,IDFM:StopPlaceEntrance:50210269,IDFM:monomodalStopPlace:43097,1,1,28.36,36,,,,,
IDFM:StopPlaceEntrance:50210270:monomodalStopPlace:43097,IDFM:StopPlaceEntrance:50210270,IDFM:monomodalStopPlace:43097,1,1,29.13,37,,,,,
IDFM:StopPlaceEntrance:50210312:monomodalStopPlace:43103,IDFM:StopPlaceEntrance:50210312,IDFM:monomodalStopPlace:43103,1,1,108.97,138,,,,,
IDFM:StopPlaceEntrance:50210313:monomodalStopPlace:43103,IDFM:StopPlaceEntrance:50210313,IDFM:monomodalStopPlace:43103,1,1,92.61,117,,,,,
IDFM:StopPlaceEntrance:50210314:monomodalStopPlace:43103,IDFM:StopPlaceEntrance:50210314,IDFM:monomodalStopPlace:43103,1,1,82.59,105,,,,,
IDFM:StopPlaceEntrance:50210315:monomodalStopPlace:43103,IDFM:StopPlaceEntrance:50210315,IDFM:monomodalStopPlace:43103,1,1,67.06,85,,,,,
IDFM:StopPlaceEntrance:50210316:monomodalStopPlace:43103,IDFM:StopPlaceEntrance:50210316,IDFM:monomodalStopPlace:43103,1,1,98.02,124,,,,,
IDFM:StopPlaceEntrance:50210317:monomodalStopPlace:43103,IDFM:StopPlaceEntrance:50210317,IDFM:monomodalStopPlace:43103,1,1,114.77,146,,,,,
IDFM:StopPlaceEntrance:50210335:monomodalStopPlace:58874,IDFM:StopPlaceEntrance:50210335,IDFM:monomodalStopPlace:58874,1,1,158.05,201,,,,,
IDFM:StopPlaceEntrance:50208142:22057,IDFM:StopPlaceEntrance:50208142,IDFM:22057,1,1,34.45,43,,,,,
IDFM:StopPlaceEntrance:50208142:463164,IDFM:StopPlaceEntrance:50208142,IDFM:463164,1,1,41.97,53,,,,,
IDFM:StopPlaceEntrance:50208142:22085,IDFM:StopPlaceEntrance:50208142,IDFM:22085,1,1,57.63,73,,,,,
IDFM:StopPlaceEntrance:50208142:463150,IDFM:StopPlaceEntrance:50208142,IDFM:463150,1,1,57.64,73,,,,,
IDFM:StopPlaceEntrance:50208142:22096,IDFM:StopPlaceEntrance:50208142,IDFM:22096,1,1,119.24,151,,,,,
IDFM:StopPlaceEntrance:50208142:463151,IDFM:StopPlaceEntrance:50208142,IDFM:463151,1,1,128.58,163,,,,,
IDFM:StopPlaceEntrance:50208143:22082,IDFM:StopPlaceEntrance:50208143,IDFM:22082,1,1,191.9,244,,,,,
IDFM:StopPlaceEntrance:50208143:463181,IDFM:StopPlaceEntrance:50208143,IDFM:463181,1,1,193.72,246,,,,,
IDFM:StopPlaceEntrance:50208143:21931,IDFM:StopPlaceEntrance:50208143,IDFM:21931,1,1,222.81,283,,,,,
IDFM:StopPlaceEntrance:50208143:463180,IDFM:StopPlaceEntrance:50208143,IDFM:463180,1,1,231.83,295,,,,,
IDFM:StopPlaceEntrance:50208144:463181,IDFM:StopPlaceEntrance:50208144,IDFM:463181,1,1,163.65,208,,,,,
