trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
1-6394-14C-0083,20:14:00,20:15:00,830012810,2,,,,,1
1-6394-14C-0083,20:19:00,20:20:00,830012819,3,,,,,1
1-6394-14C-0083,20:22:00,20:23:00,830012890,4,,,,,1
1-6394-14C-0083,20:26:00,20:27:00,830012809,5,,,,,1
1-6394-14C-0083,20:29:00,20:30:00,830012889,6,,,,,1
1-6394-14C-0083,20:32:00,20:33:00,830012808,7,,,,,1
1-6394-14C-0083,20:38:00,20:38:00,830012888,8,,,,,1
1-6393-14D-0083,18:48:00,18:48:00,830012888,1,,,,,1
1-6393-14D-0083,18:51:00,18:52:00,830012808,2,,,,,1
1-6393-14D-0083,18:54:00,18:55:00,830012889,3,,,,,1
1-6393-14D-0083,18:57:00,18:58:00,830012809,4,,,,,1
1-6393-14D-0083,19:01:00,19:02:00,830012890,5,,,,,1
1-6393-14D-0083,19:04:00,19:05:00,830012819,6,,,,,1
1-6393-14D-0083,19:09:00,19:10:00,830012810,7,,,,,1
1-6393-14D-0083,19:14:00,19:14:00,830012891,8,,,,,1
1-6392-14E-0083,17:55:00,17:55:00,830012891,1,,,,,1
1-6392-14E-0083,17:57:00,17:58:00,830012810,2,,,,,1
1-6392-14E-0083,18:02:00,18:03:00,830012819,3,,,,,1
1-6392-14E-0083,18:05:00,18:06:00,830012890,4,,,,,1
1-6392-14E-0083,18:09:00,18:10:00,830012809,5,,,,,1
1-6392-14E-0083,18:12:00,18:13:00,830012889,6,,,,,1
1-6392-14E-0083,18:15:00,18:16:00,830012808,7,,,,,1
1-6392-14E-0083,18:21:00,18:21:00,830012888,8,,,,,1
1-6391-14F-0083,16:48:00,16:48:00,830012888,1,,,,,1
1-6391-14F-0083,16:51:00,16:52:00,830012808,2,,,,,1
1-6391-14F-0083,16:54:00,16:55:00,830012889,3,,,,,1
1-6391-14F-0083,16:57:00,16:58:00,830012809,4,,,,,1
1-6391-14F-0083,17:01:00,17:02:00,830012890,5,,,,,1
1-6391-14F-0083,17:04:00,17:05:00,830012819,6,,,,,1
1-6391-14F-0083,17:09:00,17:10:00,830012810,7,,,,,1
1-6391-14F-0083,17:14:00,17:14:00,830012891,8,,,,,1
1-6390-150-0083,16:12:00,16:12:00,830012891,1,,,,,1
1-6390-150-0083,16:14:00,16:15:00,830012810,2,,,,,1
1-6390-150-0083,16:19:00,16:20:00,830012819,3,,,,,1
1-6390-150-0083,16:22:00,16:23:00,830012890,4,,,,,1
1-6390-150-0083,16:26:00,16:27:00,830012809,5,,,,,1
1-6390-150-0083,16:29:00,16:30:00,830012889,6,,,,,1
1-6390-150-0083,16:32:00,16:33:00,830012808,7,,,,,1
1-6390-150-0083,16:38:00,16:38:00,830012888,8,,,,,1
1-6389-151-0083,14:48:00,14:48:00,830012888,1,,,,,1
1-6389-151-0083,14:51:00,14:52:00,830012808,2,,,,,1
1-6389-151-0083,14:54:00,14:55:00,830012889,3,,,,,1
1-6389-151-0083,14:57:00,14:58:00,830012809,4,,,,,1
1-6389-151-0083,15:01:00,15:02:00,830012890,5,,,,,1
1-6389-151-0083,15:04:00,15:05:00,830012819,6,,,,,1
1-6389-151-0083,15:09:00,15:10:00,830012810,7,,,,,1
1-6389-151-0083,15:14:00,15:14:00,830012891,8,,,,,1
1-6388-152-0083,14:12:00,14:12:00,830012891,1,,,,,1
1-6388-152-0083,14:14:00,14:15:00,830012810,2,,,,,1
1-6388-152-0083,14:19:00,14:20:00,830012819,3,,,,,1
1-6388-152-0083,14:22:00,14:23:00,830012890,4,,,,,1
1-6388-152-0083,14:26:00,14:27:00,830012809,5,,,,,1
1-6388-152-0083,14:29:00,14:30:00,830012889,6,,,,,1
1-6388-152-0083,14:32:00,14:33:00,830012808,7,,,,,1
1-6388-152-0083,14:38:00,14:38:00,830012888,8,,,,,1
1-6387-153-0083,12:48:00,12:48:00,830012888,1,,,,,1
1-6387-153-0083,12:51:00,12:52:00,830012808,2,,,,,1
1-6387-153-0083,12:54:00,12:55:00,830012889,3,,,,,1
1-6387-153-0083,12:57:00,12:58:00,830012809,4,,,,,1
1-6387-153-0083,13:01:00,13:02:00,830012890,5,,,,,1
1-6387-153-0083,13:04:00,13:05:00,830012819,6,,,,,1
1-6387-153-0083,13:09:00,13:10:00,830012810,7,,,,,1
1-6387-153-0083,13:14:00,13:14:00,830012891,8,,,,,1
1-6386-154-0083,12:00:00,12:00:00,830012891,1,,,,,1
1-6386-154-0083,12:02:00,12:03:00,830012810,2,,,,,1
1-6386-154-0083,12:07:00,12:08:00,830012819,3,,,,,1
1-6386-154-0083,12:10:00,12:11:00,830012890,4,,,,,1
1-6386-154-0083,12:14:00,12:15:00,830012809,5,,,,,1
1-6386-154-0083,12:17:00,12:18:00,830012889,6,,,,,1
1-6386-154-0083,12:20:00,12:21:00,830012808,7,,,,,1
1-6386-154-0083,12:26:00,12:26:00,830012888,8,,,,,1
1-6385-155-0083,08:55:00,08:55:00,830012888,1,,,,,1
1-6385-155-0083,08:59:00,09:00:00,830012889,2,,,,,1
1-6385-155-0083,09:04:00,09:05:00,830012890,3,,,,,1
1-6385-155-0083,09:07:00,09:08:00,830012819,4,,,,,1
1-6385-155-0083,09:12:00,09:13:00,830012810,5,,,,,1
1-6385-155-0083,09:17:00,09:17:00,830012891,6,,,,,1
1-6384-156-0083,08:10:00,08:10:00,830012891,1,,,,,1
1-6384-156-0083,08:12:00,08:13:00,830012810,2,,,,,1
1-6384-156-0083,08:17:00,08:18:00,830012819,3,,,,,1
1-6384-156-0083,08:20:00,08:21:00,830012890,4,,,,,1
1-6384-156-0083,08:24:00,08:25:00,830012809,5,,,,,1
1-6384-156-0083,08:27:00,08:28:00,830012889,6,,,,,1
1-6384-156-0083,08:30:00,08:31:00,830012808,7,,,,,1
1-6384-156-0083,08:36:00,08:36:00,830012888,8,,,,,1
1-6383-157-0083,07:55:00,07:55:00,830012888,1,,,,,1
1-6383-157-0083,07:58:00,07:59:00,830012808,2,,,,,1
1-6383-157-0083,08:01:00,08:02:00,830012889,3,,,,,1
1-6383-157-0083,08:04:00,08:05:00,830012809,4,,,,,1
1-6383-157-0083,08:08:00,08:09:00,830012890,5,,,,,1
1-6383-157-0083,08:11:00,08:12:00,830012819,6,,,,,1
1-6383-157-0083,08:16:00,08:17:00,830012810,7,,,,,1
1-6383-157-0083,08:21:00,08:21:00,830012891,8,,,,,1
1-6382-158-0083,07:20:00,07:20:00,830012891,1,,,,,1
1-6382-158-0083,07:22:00,07:23:00,830012810,2,,,,,1
1-6382-158-0083,07:27:00,07:28:00,830012819,3,,,,,1
1-6382-158-0083,07:30:00,07:31:00,830012890,4,,,,,1
1-6382-158-0083,07:34:00,07:35:00,830012809,5,,,,,1
1-6382-158-0083,07:37:00,07:38:00,830012889,6,,,,,1
1-6382-158-0083,07:40:00,07:41:00,830012808,7,,,,,1
1-6382-158-0083,07:46:00,07:46:00,830012888,8,,,,,1
1-6381-159-0083,19:18:00,19:18:00,830012888,1,,,,,1
1-6381-159-0083,19:21:00,19:22:00,830012808,2,,,,,1
1-6381-159-0083,19:24:00,19:25:00,830012889,3,,,,,1
1-6381-159-0083,19:27:00,19:28:00,830012809,4,,,,,1
1-6381-159-0083,19:31:00,19:32:00,830012890,5,,,,,1
1-6381-159-0083,19:34:00,19:35:00,830012819,6,,,,,1
1-6381-159-0083,19:39:00,19:40:00,830012810,7,,,,,1
1-6381-159-0083,19:44:00,19:44:00,830012891,8,,,,,1
1-6380-15A-0083,18:40:00,18:40:00,830012891,1,,,,,1
1-6380-15A-0083,18:42:00,18:43:00,830012810,2,,,,,1
1-6380-15A-0083,18:47:00,18:48:00,830012819,3,,,,,1
1-6380-15A-0083,18:50:00,18:51:00,830012890,4,,,,,1
1-6380-15A-0083,18:55:00,18:56:00,830012889,5,,,,,1
1-6380-15A-0083,19:01:00,19:01:00,830012888,6,,,,,1
1-6379-15B-0083,16:30:00,16:30:00,830012888,1,,,,,1
1-6379-15B-0083,16:33:00,16:34:00,830012808,2,,,,,1
1-6379-15B-0083,16:36:00,16:37:00,830012889,3,,,,,1
1-6379-15B-0083,16:39:00,16:40:00,830012809,4,,,,,1
1-6379-15B-0083,16:43:00,16:44:00,830012890,5,,,,,1
1-6379-15B-0083,16:46:00,16:47:00,830012819,6,,,,,1
1-6379-15B-0083,16:51:00,16:52:00,830012810,7,,,,,1
1-6379-15B-0083,16:56:00,16:56:00,830012891,8,,,,,1
1-6378-15C-0083,15:40:00,15:40:00,830012891,1,,,,,1
1-6378-15C-0083,15:42:00,15:43:00,830012810,2,,,,,1
1-6378-15C-0083,15:47:00,15:48:00,830012819,3,,,,,1
1-6378-15C-0083,15:50:00,15:51:00,830012890,4,,,,,1
1-6378-15C-0083,15:55:00,15:56:00,830012889,5,,,,,1
1-6378-15C-0083,16:01:00,16:01:00,830012888,6,,,,,1
1-6377-15D-0083,15:00:00,15:00:00,830012888,1,,,,,1
1-6377-15D-0083,15:04:00,15:05:00,830012889,2,,,,,1
1-6377-15D-0083,15:09:00,15:10:00,830012890,3,,,,,1
1-6377-15D-0083,15:12:00,15:13:00,830012819,4,,,,,1
1-6377-15D-0083,15:17:00,15:18:00,830012810,5,,,,,1
1-6377-15D-0083,15:22:00,15:22:00,830012891,6,,,,,1
1-6376-15E-0083,14:10:00,14:10:00,830012891,1,,,,,1
1-6376-15E-0083,14:12:00,14:13:00,830012810,2,,,,,1
1-6376-15E-0083,14:17:00,14:18:00,830012819,3,,,,,1
1-6376-15E-0083,14:20:00,14:21:00,830012890,4,,,,,1
1-6376-15E-0083,14:25:00,14:26:00,830012889,5,,,,,1
1-6376-15E-0083,14:31:00,14:31:00,830012888,6,,,,,1
1-6375-15F-0083,08:55:00,08:55:00,830012888,1,,,,,1
1-6375-15F-0083,08:59:00,09:00:00,830012889,2,,,,,1
1-6375-15F-0083,09:04:00,09:05:00,830012890,3,,,,,1
1-6375-15F-0083,09:07:00,09:08:00,830012819,4,,,,,1
1-6375-15F-0083,09:12:00,09:13:00,830012810,5,,,,,1
1-6375-15F-0083,09:17:00,09:17:00,830012891,6,,,,,1
1-6374-160-0083,08:10:00,08:10:00,830012891,1,,,,,1
1-6374-160-0083,08:12:00,08:13:00,830012810,2,,,,,1
1-6374-160-0083,08:17:00,08:18:00,830012819,3,,,,,1
1-6374-160-0083,08:20:00,08:21:00,830012890,4,,,,,1
1-6374-160-0083,08:24:00,08:25:00,830012809,5,,,,,1
1-6374-160-0083,08:27:00,08:28:00,830012889,6,,,,,1
1-6374-160-0083,08:30:00,08:31:00,830012808,7,,,,,1
1-6374-160-0083,08:36:00,08:36:00,830012888,8,,,,,1
1-6373-161-0083,08:00:00,08:00:00,830012888,1,,,,,1
1-6373-161-0083,08:04:00,08:05:00,830012889,2,,,,,1
1-6373-161-0083,08:09:00,08:10:00,830012890,3,,,,,1
1-6373-161-0083,08:12:00,08:13:00,830012819,4,,,,,1
1-6373-161-0083,08:17:00,08:18:00,830012810,5,,,,,1
1-6373-161-0083,08:22:00,08:22:00,830012891,6,,,,,1
1-6372-162-0083,07:22:00,07:22:00,830012891,1,,,,,1
1-6372-162-0083,07:24:00,07:25:00,830012810,2,,,,,1
1-6372-162-0083,07:29:00,07:30:00,830012819,3,,,,,1
1-6372-162-0083,07:32:00,07:33:00,830012890,4,,,,,1
1-6372-162-0083,07:36:00,07:37:00,830012809,5,,,,,1
1-6372-162-0083,07:39:00,07:40:00,830012889,6,,,,,1
1-6372-162-0083,07:42:00,07:43:00,830012808,7,,,,,1
1-6372-162-0083,07:48:00,07:48:00,830012888,8,,,,,1
1-6371-163-0083,07:25:00,07:25:00,830012888,1,,,,,1
1-6371-163-0083,07:28:00,07:29:00,830012808,2,,,,,1
1-6371-163-0083,07:31:00,07:32:00,830012889,3,,,,,1
1-6371-163-0083,07:34:00,07:35:00,830012809,4,,,,,1
1-6371-163-0083,07:38:00,07:39:00,830012890,5,,,,,1
1-6371-163-0083,07:41:00,07:42:00,830012819,6,,,,,1
1-6371-163-0083,07:46:00,07:47:00,830012810,7,,,,,1
1-6371-163-0083,07:51:00,07:51:00,830012891,8,,,,,1
1-6370-164-0083,06:40:00,06:40:00,830012891,1,,,,,1
1-6370-164-0083,06:42:00,06:43:00,830012810,2,,,,,1
1-6370-164-0083,06:47:00,06:48:00,830012819,3,,,,,1
1-6370-164-0083,06:50:00,06:51:00,830012890,4,,,,,1
1-6370-164-0083,06:55:00,06:56:00,830012889,5,,,,,1
1-6370-164-0083,07:01:00,07:01:00,830012888,6,,,,,1
1-6161-165-0083,10:05:00,10:05:00,830012882,1,,,,,1
1-6161-165-0083,10:14:00,10:15:00,830012885,2,,,,,1
1-6161-165-0083,10:20:00,10:21:00,830012886,3,,,,,1
1-6161-165-0083,10:26:00,10:27:00,830012887,4,,,,,1
1-6161-165-0083,10:39:00,10:40:00,830012888,5,,,,,1
1-6161-165-0083,10:48:00,10:49:00,830012819,6,,,,,1
1-6161-165-0083,10:53:00,10:54:00,830012810,7,,,,,1
1-6161-165-0083,10:58:00,10:58:00,830012891,8,,,,,1
1-6145-166-0083,07:00:00,07:00:00,830012888,1,,,,,1
1-6145-166-0083,07:03:00,07:04:00,830012808,2,,,,,1
1-6145-166-0083,07:06:00,07:07:00,830012889,3,,,,,1
1-6145-166-0083,07:09:00,07:10:00,830012809,4,,,,,1
1-6145-166-0083,07:13:00,07:14:00,830012890,5,,,,,1
1-6145-166-0083,07:16:00,07:17:00,830012819,6,,,,,1
1-6145-166-0083,07:21:00,07:22:00,830012810,7,,,,,1
1-6145-166-0083,07:26:00,07:26:00,830012891,8,,,,,1
1-6144-167-0083,06:05:00,06:05:00,830012891,1,,,,,1
1-6144-167-0083,06:07:00,06:08:00,830012810,2,,,,,1
1-6144-167-0083,06:12:00,06:13:00,830012819,3,,,,,1
1-6144-167-0083,06:15:00,06:16:00,830012890,4,,,,,1
1-6144-167-0083,06:19:00,06:20:00,830012809,5,,,,,1
1-6144-167-0083,06:22:00,06:23:00,830012889,6,,,,,1
1-6144-167-0083,06:25:00,06:26:00,830012808,7,,,,,1
1-6144-167-0083,06:31:00,06:31:00,830012888,8,,,,,1
1-6143-168-0083,06:35:00,06:35:00,830012888,1,,,,,1
1-6143-168-0083,06:39:00,06:40:00,830012889,2,,,,,1
1-6143-168-0083,06:44:00,06:45:00,830012890,3,,,,,1
1-6143-168-0083,06:47:00,06:48:00,830012819,4,,,,,1
1-6143-168-0083,06:52:00,06:53:00,830012810,5,,,,,1
1-6143-168-0083,06:57:00,06:57:00,830012891,6,,,,,1
1-6142-169-0083,05:45:00,05:45:00,830012891,1,,,,,1
1-6142-169-0083,05:47:00,05:48:00,830012810,2,,,,,1
1-6142-169-0083,05:52:00,05:53:00,830012819,3,,,,,1
1-6142-169-0083,05:55:00,05:56:00,830012890,4,,,,,1
1-6142-169-0083,05:59:00,06:00:00,830012809,5,,,,,1
1-6142-169-0083,06:02:00,06:03:00,830012889,6,,,,,1
1-6142-169-0083,06:05:00,06:06:00,830012808,7,,,,,1
1-6142-169-0083,06:11:00,06:11:00,830012888,8,,,,,1
1-6141-16A-0083,20:45:00,20:45:00,830012882,1,,,,,1
1-6141-16A-0083,20:54:00,20:55:00,830012885,2,,,,,1
1-6141-16A-0083,21:00:00,21:01:00,830012886,3,,,,,1
1-6141-16A-0083,21:06:00,21:07:00,830012887,4,,,,,1
1-6141-16A-0083,21:19:00,21:20:00,830012888,5,,,,,1
1-6141-16A-0083,21:28:00,21:29:00,830012819,6,,,,,1
1-6141-16A-0083,21:33:00,21:34:00,830012810,7,,,,,1
1-6141-16A-0083,21:38:00,21:38:00,830012891,8,,,,,1
1-6139-16B-0083,19:45:00,19:45:00,830012882,1,,,,,1
1-6139-16B-0083,19:54:00,19:55:00,830012885,2,,,,,1
1-6139-16B-0083,20:00:00,20:01:00,830012886,3,,,,,1
1-6139-16B-0083,20:06:00,20:07:00,830012887,4,,,,,1
1-6139-16B-0083,20:19:00,20:20:00,830012888,5,,,,,1
1-6139-16B-0083,20:28:00,20:29:00,830012819,6,,,,,1
1-6139-16B-0083,20:33:00,20:34:00,830012810,7,,,,,1
1-6139-16B-0083,20:38:00,20:38:00,830012891,8,,,,,1
1-6138-16C-0083,18:40:00,18:40:00,830012891,1,,,,,1
1-6138-16C-0083,18:42:00,18:43:00,830012810,2,,,,,1
1-6138-16C-0083,18:47:00,18:48:00,830012819,3,,,,,1
1-6138-16C-0083,18:57:00,18:58:00,830012888,4,,,,,1
1-6138-16C-0083,19:05:00,19:06:00,830012887,5,,,,,1
1-6138-16C-0083,19:16:00,19:17:00,830012886,6,,,,,1
1-6138-16C-0083,19:22:00,19:23:00,830012885,7,,,,,1
1-6138-16C-0083,19:33:00,19:33:00,830012882,8,,,,,1
1-6137-16D-0083,18:45:00,18:45:00,830012882,1,,,,,1
1-6137-16D-0083,18:54:00,18:55:00,830012885,2,,,,,1
1-6137-16D-0083,19:00:00,19:01:00,830012886,3,,,,,1
1-6137-16D-0083,19:06:00,19:07:00,830012887,4,,,,,1
1-6137-16D-0083,19:19:00,19:20:00,830012888,5,,,,,1
1-6137-16D-0083,19:28:00,19:29:00,830012819,6,,,,,1
1-6137-16D-0083,19:33:00,19:34:00,830012810,7,,,,,1
1-6137-16D-0083,19:38:00,19:38:00,830012891,8,,,,,1
1-6136-16E-0083,17:40:00,17:40:00,830012891,1,,,,,1
1-6136-16E-0083,17:42:00,17:43:00,830012810,2,,,,,1
1-6136-16E-0083,17:47:00,17:48:00,830012819,3,,,,,1
1-6136-16E-0083,17:57:00,17:58:00,830012888,4,,,,,1
1-6136-16E-0083,18:05:00,18:06:00,830012887,5,,,,,1
1-6136-16E-0083,18:16:00,18:17:00,830012886,6,,,,,1
1-6136-16E-0083,18:22:00,18:23:00,830012885,7,,,,,1
1-6136-16E-0083,18:33:00,18:33:00,830012882,8,,,,,1
1-6135-16F-0083,17:45:00,17:45:00,830012882,1,,,,,1
1-6135-16F-0083,17:54:00,17:55:00,830012885,2,,,,,1
1-6135-16F-0083,18:00:00,18:01:00,830012886,3,,,,,1
1-6135-16F-0083,18:06:00,18:07:00,830012887,4,,,,,1
1-6135-16F-0083,18:19:00,18:20:00,830012888,5,,,,,1
1-6135-16F-0083,18:28:00,18:29:00,830012819,6,,,,,1
1-6135-16F-0083,18:33:00,18:34:00,830012810,7,,,,,1
1-6135-16F-0083,18:38:00,18:38:00,830012891,8,,,,,1
1-6134-170-0083,16:40:00,16:40:00,830012891,1,,,,,1
1-6134-170-0083,16:42:00,16:43:00,830012810,2,,,,,1
1-6134-170-0083,16:47:00,16:48:00,830012819,3,,,,,1
1-6134-170-0083,16:57:00,16:58:00,830012888,4,,,,,1
1-6134-170-0083,17:05:00,17:06:00,830012887,5,,,,,1
1-6134-170-0083,17:16:00,17:17:00,830012886,6,,,,,1
1-6134-170-0083,17:22:00,17:23:00,830012885,7,,,,,1
1-6134-170-0083,17:33:00,17:33:00,830012882,8,,,,,1
1-6133-171-0083,16:45:00,16:45:00,830012882,1,,,,,1
1-6133-171-0083,16:54:00,16:55:00,830012885,2,,,,,1
1-6133-171-0083,17:00:00,17:01:00,830012886,3,,,,,1
1-6133-171-0083,17:06:00,17:07:00,830012887,4,,,,,1
1-6133-171-0083,17:19:00,17:20:00,830012888,5,,,,,1
1-6133-171-0083,17:28:00,17:29:00,830012819,6,,,,,1
1-6133-171-0083,17:33:00,17:34:00,830012810,7,,,,,1
1-6133-171-0083,17:38:00,17:38:00,830012891,8,,,,,1
1-6132-172-0083,15:40:00,15:40:00,830012891,1,,,,,1
1-6132-172-0083,15:42:00,15:43:00,830012810,2,,,,,1
1-6132-172-0083,15:47:00,15:48:00,830012819,3,,,,,1
1-6132-172-0083,15:57:00,15:58:00,830012888,4,,,,,1
1-6132-172-0083,16:05:00,16:06:00,830012887,5,,,,,1
1-6132-172-0083,16:16:00,16:17:00,830012886,6,,,,,1
1-6132-172-0083,16:22:00,16:23:00,830012885,7,,,,,1
1-6132-172-0083,16:33:00,16:33:00,830012882,8,,,,,1
1-6131-173-0083,15:45:00,15:45:00,830012882,1,,,,,1
1-6131-173-0083,15:53:00,15:54:00,830012885,2,,,,,1
1-6131-173-0083,15:59:00,16:00:00,830012886,3,,,,,1
1-6131-173-0083,16:04:00,16:05:00,830012887,4,,,,,1
1-6131-173-0083,16:17:00,16:18:00,830012888,5,,,,,1
1-6131-173-0083,16:27:00,16:28:00,830012819,6,,,,,1
1-6131-173-0083,16:33:00,16:34:00,830012810,7,,,,,1
1-6131-173-0083,16:38:00,16:38:00,830012891,8,,,,,1
1-6130-174-0083,14:40:00,14:40:00,830012891,1,,,,,1
1-6130-174-0083,14:42:00,14:43:00,830012810,2,,,,,1
1-6130-174-0083,14:47:00,14:48:00,830012819,3,,,,,1
1-6130-174-0083,14:57:00,14:58:00,830012888,4,,,,,1
1-6130-174-0083,15:05:00,15:06:00,830012887,5,,,,,1
1-6130-174-0083,15:16:00,15:17:00,830012886,6,,,,,1
1-6130-174-0083,15:22:00,15:23:00,830012885,7,,,,,1
1-6130-174-0083,15:33:00,15:33:00,830012882,8,,,,,1
1-6129-175-0083,14:45:00,14:45:00,830012882,1,,,,,1
1-6129-175-0083,14:53:00,14:54:00,830012885,2,,,,,1
1-6129-175-0083,14:59:00,15:00:00,830012886,3,,,,,1
1-6129-175-0083,15:05:00,15:06:00,830012887,4,,,,,1
1-6129-175-0083,15:18:00,15:19:00,830012888,5,,,,,1
1-6129-175-0083,15:28:00,15:29:00,830012819,6,,,,,1
1-6129-175-0083,15:33:00,15:34:00,830012810,7,,,,,1
1-6129-175-0083,15:38:00,15:38:00,830012891,8,,,,,1
1-6128-176-0083,13:40:00,13:40:00,830012891,1,,,,,1
1-6128-176-0083,13:42:00,13:43:00,830012810,2,,,,,1
1-6128-176-0083,13:47:00,13:48:00,830012819,3,,,,,1
1-6128-176-0083,13:57:00,13:58:00,830012888,4,,,,,1
1-6128-176-0083,14:05:00,14:06:00,830012887,5,,,,,1
1-6128-176-0083,14:16:00,14:17:00,830012886,6,,,,,1
1-6128-176-0083,14:22:00,14:23:00,830012885,7,,,,,1
1-6128-176-0083,14:33:00,14:33:00,830012882,8,,,,,1
1-6127-177-0083,13:45:00,13:45:00,830012882,1,,,,,1
1-6127-177-0083,13:54:00,13:55:00,830012885,2,,,,,1
1-6127-177-0083,14:00:00,14:01:00,830012886,3,,,,,1
1-6127-177-0083,14:06:00,14:07:00,830012887,4,,,,,1
1-6127-177-0083,14:19:00,14:20:00,830012888,5,,,,,1
1-6127-177-0083,14:28:00,14:29:00,830012819,6,,,,,1
1-6127-177-0083,14:33:00,14:34:00,830012810,7,,,,,1
1-6127-177-0083,14:38:00,14:38:00,830012891,8,,,,,1
1-6126-178-0083,12:40:00,12:40:00,830012891,1,,,,,1
1-6126-178-0083,12:42:00,12:43:00,830012810,2,,,,,1
1-6126-178-0083,12:47:00,12:48:00,830012819,3,,,,,1
1-6126-178-0083,12:57:00,12:58:00,830012888,4,,,,,1
1-6126-178-0083,13:05:00,13:06:00,830012887,5,,,,,1
1-6126-178-0083,13:16:00,13:17:00,830012886,6,,,,,1
1-6126-178-0083,13:22:00,13:23:00,830012885,7,,,,,1
1-6126-178-0083,13:33:00,13:33:00,830012882,8,,,,,1
1-6125-179-0083,12:45:00,12:45:00,830012882,1,,,,,1
1-6125-179-0083,12:54:00,12:55:00,830012885,2,,,,,1
1-6125-179-0083,13:00:00,13:01:00,830012886,3,,,,,1
1-6125-179-0083,13:06:00,13:07:00,830012887,4,,,,,1
1-6125-179-0083,13:19:00,13:20:00,830012888,5,,,,,1
1-6125-179-0083,13:28:00,13:29:00,830012819,6,,,,,1
1-6125-179-0083,13:33:00,13:34:00,830012810,7,,,,,1
1-6125-179-0083,13:38:00,13:38:00,830012891,8,,,,,1
1-6124-17A-0083,11:40:00,11:40:00,830012891,1,,,,,1
1-6124-17A-0083,11:42:00,11:43:00,830012810,2,,,,,1
1-6124-17A-0083,11:47:00,11:48:00,830012819,3,,,,,1
1-6124-17A-0083,11:57:00,11:58:00,830012888,4,,,,,1
1-6124-17A-0083,12:05:00,12:06:00,830012887,5,,,,,1
1-6124-17A-0083,12:16:00,12:17:00,830012886,6,,,,,1
1-6124-17A-0083,12:22:00,12:23:00,830012885,7,,,,,1
1-6124-17A-0083,12:33:00,12:33:00,830012882,8,,,,,1
1-6123-17B-0083,11:45:00,11:45:00,830012882,1,,,,,1
1-6123-17B-0083,11:54:00,11:55:00,830012885,2,,,,,1
1-6123-17B-0083,12:00:00,12:01:00,830012886,3,,,,,1
1-6123-17B-0083,12:06:00,12:07:00,830012887,4,,,,,1
1-6123-17B-0083,12:19:00,12:20:00,830012888,5,,,,,1
1-6123-17B-0083,12:28:00,12:29:00,830012819,6,,,,,1
1-6123-17B-0083,12:33:00,12:34:00,830012810,7,,,,,1
1-6123-17B-0083,12:38:00,12:38:00,830012891,8,,,,,1
1-6122-17C-0083,10:40:00,10:40:00,830012891,1,,,,,1
1-6122-17C-0083,10:42:00,10:43:00,830012810,2,,,,,1
1-6122-17C-0083,10:47:00,10:48:00,830012819,3,,,,,1
1-6122-17C-0083,10:57:00,10:58:00,830012888,4,,,,,1
1-6122-17C-0083,11:05:00,11:06:00,830012887,5,,,,,1
1-6122-17C-0083,11:16:00,11:17:00,830012886,6,,,,,1
1-6122-17C-0083,11:22:00,11:23:00,830012885,7,,,,,1
1-6122-17C-0083,11:33:00,11:33:00,830012882,8,,,,,1
1-6121-17D-0083,10:45:00,10:45:00,830012882,1,,,,,1
1-6121-17D-0083,10:54:00,10:55:00,830012885,2,,,,,1
1-6121-17D-0083,11:00:00,11:01:00,830012886,3,,,,,1
1-6121-17D-0083,11:06:00,11:07:00,830012887,4,,,,,1
1-6121-17D-0083,11:19:00,11:20:00,830012888,5,,,,,1
1-6121-17D-0083,11:28:00,11:29:00,830012819,6,,,,,1
1-6121-17D-0083,11:33:00,11:34:00,830012810,7,,,,,1
1-6121-17D-0083,11:38:00,11:38:00,830012891,8,,,,,1
1-6120-17E-0083,09:40:00,09:40:00,830012891,1,,,,,1
1-6120-17E-0083,09:42:00,09:43:00,830012810,2,,,,,1
1-6120-17E-0083,09:47:00,09:48:00,830012819,3,,,,,1
1-6120-17E-0083,09:57:00,09:58:00,830012888,4,,,,,1
1-6120-17E-0083,10:05:00,10:06:00,830012887,5,,,,,1
1-6120-17E-0083,10:16:00,10:17:00,830012886,6,,,,,1
1-6120-17E-0083,10:22:00,10:23:00,830012885,7,,,,,1
1-6120-17E-0083,10:33:00,10:33:00,830012882,8,,,,,1
1-6118-17F-0083,08:40:00,08:40:00,830012891,1,,,,,1
1-6118-17F-0083,08:42:00,08:43:00,830012810,2,,,,,1
1-6118-17F-0083,08:47:00,08:48:00,830012819,3,,,,,1
1-6118-17F-0083,08:57:00,08:58:00,830012888,4,,,,,1
1-6118-17F-0083,09:05:00,09:06:00,830012887,5,,,,,1
1-6118-17F-0083,09:16:00,09:17:00,830012886,6,,,,,1
1-6118-17F-0083,09:22:00,09:23:00,830012885,7,,,,,1
1-6118-17F-0083,09:33:00,09:33:00,830012882,8,,,,,1
1-6117-180-0083,08:45:00,08:45:00,830012882,1,,,,,1
1-6117-180-0083,08:54:00,08:55:00,830012885,2,,,,,1
1-6117-180-0083,09:00:00,09:01:00,830012886,3,,,,,1
1-6117-180-0083,09:06:00,09:07:00,830012887,4,,,,,1
1-6117-180-0083,09:19:00,09:20:00,830012888,5,,,,,1
1-6117-180-0083,09:28:00,09:29:00,830012819,6,,,,,1
1-6117-180-0083,09:33:00,09:34:00,830012810,7,,,,,1
1-6117-180-0083,09:38:00,09:38:00,830012891,8,,,,,1
